transaction_id,customer_id,transaction_total,num_items,description
3806537,24943,53.49,14,18puPlNsAxGa2Da7gykdsmyPpQ5Gukf6Hn
3806542,24422,94.73,2,tV2Vt0RPBG47CIQFVBZaWSITA5P0kM1V1
3806544,41375,72.71,11,JG2qObTYtcvwWMBwVRZknL9Dt0BgPpGiB
3806563,7387,68.17,5,upykORSTzPth6rpItxG6
3806609,21607,25.06,4,d7e8faMN51FWZqJl9TGF6TrBDVRzl6uCQ0G5B1mgq
3806617,45261,49.99,10,2dKa0GWFEEbNzApb3ZvHg
3806631,31160,71.19,12,9KBIvclYg6HyNRq14oDBP2xCXBx3Re
3806632,17092,76.49,15,f8DzLB7m5pkKnBmwynMwr5Mvdurf7aBaevlE3XkO1ydx
3806706,49035,11.48,2,QblJNohpFpazV2ZTOykf73R0z5aygCTm8xyhEmJ1PREpxej
3806781,10888,60.97,10,QciNB6A8UA5xvdDwN8rm9d
3806817,802,19.43,13,ptNK1W1hcQF0kl5L1ARTW
3806827,48660,64.75,6,KoeTM9sspLx5E3PsrenRTdJV
3806844,46095,49.96,7,ZAFXlx2A9FeLtWfj2dRZEHik
3806863,33065,26.67,1,V7QAstej2lMHMiz6jep0
3806896,25087,62.36,6,KfjBbLXM5mW2lW8AxOxl8V6CBCmavE6U8RB7P
3806905,31515,44.92,14,wIRDFp64PtSOTjBdsqoHFx2KFf
3806913,30281,50.41,1,88BdjW77wWVrfA4Ih1t88
3806928,20679,86.26,7,ktMxVPlsLLrjTXMdkh4Q3R0x649YPx1qgyk0cT24Ij1DZM
3806959,15280,93.44,10,XVc89CyQAPbJrwxj1G8pGBPHy6pfzxOtIM
3806960,17590,31.63,14,tl5viOgx47NwU7zHRRf0p
3807004,15706,26.0,12,s6wanhc2qVuwEjfADOwGEylHH
3807016,30323,55.17,6,Ot3TdlRkHvLTJvEhTlAHiLJWw94m0hjdXj9h9p3E3pW13li9n
3807025,4662,65.19,14,WW7FOub7IU7ffzUc0BtIGKGr2hqLP0FSC7
3807129,28027,66.37,15,C440zj5hc6r2FA4JXZfA5aqbrKeFbJt7
3807142,33347,51.48,1,m6mQ7gVWDnSOl7v1AulqMEhT0VzqcVasotzSPlEvq5E5hLJia
3807144,36739,56.98,3,3Kht9UyviWOet4X8zAeinbDkjwo66yuoUkJ2veYr
3807177,48571,47.49,13,0dQpRE2xewC0nSGZIo6ZapLHfVYxaMbWBn
3807179,767,17.73,4,tg2SyBHs6akWy9lWYzDyCJ4pzxuXPg9AIyX
3807180,38068,37.83,8,dBtXAmRPH0WTUxZ3VWpe9jkGamMBIVld65egvtbnXFZ
3807184,33646,77.72,7,FfJ5XPyDjptAzH5Z0x6zaIJd
3807204,35790,49.85,13,63fvKN2qkyy53Z1YV48m
3807210,23083,65.42,13,cvDazM9KQLUoh18C2Wh3SRJeczxE5SX
3807241,3203,53.64,4,MTrMea63OdhKT6p1TkkBMj3zM1n7S9hpv
3807302,45120,50.97,1,qyb7pGr2f7R2zuhUAChhDISJjNMtGF5Qn7LQxG0xomWBKk8Z3
3807444,15190,43.86,1,jHc72bR9iGBWSxRKktkbprGbRJO5JaixKSGhpvGz1g8nw
3807463,32586,36.98,8,6JPhKS0dgv1N9bQ5Q7nLxi83uW0fkZLEF8jVeK
3807476,46163,39.05,15,wFvu5RYgk4FzOzhrLo1nAmuqZS
3807484,13906,53.87,11,xyQSwYKVGuszxIWy2lnIFOTrj23xoaWqxkTyoMhq8K
3807502,3173,96.89,11,PnRNQK5AQ67ehpbsl9bCADtFeIQ9U07CJsy8DDTkGtc16Dpa
3807526,47544,87.97,3,cktnR8qTdCbIiiBkGNzpx3JarYl2z44WzdoApjensLkM
3807625,38410,51.79,10,yX1yWktWtYEBslyrPQzvOBC
3807652,27787,43.15,4,58EnMMak4MojmYv8CnT9dSxuwnnunPVoUrdo91
3807661,29082,13.24,15,YK3HfCFVcFWA4udald4IF
3807673,39461,59.58,2,AGd4lFfthvHQMM7Eve6cWM6IM
3807694,8494,28.46,3,ck5S2PpdlEebtsXMdEj5C7HaTVy6PGvRxgoCu8bhNaW0MIBY
3807714,33594,86.67,4,1tswuQHJirtyfrre4kk5K91kKeUS7pZAOqwxmV7RaK
3807720,41168,58.29,8,Y0SIXP7TV02AwRXdFyHrL22oIOzsKkwfNKJNoYxjLJVMj1MiZD
3807770,15542,19.93,3,zwOvlrtPsl2mzqcY0wZBuoMwCmTufyHY
3807771,23939,44.12,1,kEFalsuqUCyHWEctldqHnGBO69
3807776,41826,83.27,5,ZCcinNiyXezlA8lXAvFdUvdVyigk8JLvQ3k3Die0ycG8
3807794,44465,44.69,14,viFmmHEIXL2XgFaOUAvkyaVBxNGySw7jrzIeCjdKyseAq
3807815,2695,88.84,12,2OAYIo9fIRhLwngaNRNDIy6eriX8TONLVbLy7a511NTRg
3807823,8475,48.31,14,RmkAf4XPXAj1agaqmKiB9ddW2dGMRkq3cbejhJ3amMjV17bX
3807832,46667,61.11,1,UhkPxaAU5XvZa48tcMqHPUlhJmA67VGqHZCYuKRsfH
