transaction_id,customer_id,transaction_total,num_items,description
3174945,10567,89.98,8,7Vp7v9MjoEKptvJphSoKyTvRx67psBYGTHF
3174965,37793,21.89,9,gW3zG6ryXbCtKn8v8cD4emDTpf
3175029,26489,84.82,1,ExMw6dRl6w9MzOjy4oTa7jZPpC8zLX8hEE
3175030,37907,34.46,2,ZyZNfr8hWA1SItfizknC
3175090,22109,45.16,1,ZfG7Vo89SfpVvp0F43UdBxxo
3175102,39820,94.26,9,6JfM2xOJV2cxrkTIhHYqwpPe9OL7z40H7z
3175136,3087,47.96,15,adfIaUdRW3fqyX9gG4uYXyjqZGUAkhl
3175171,2792,86.25,13,2YVHwTRaNc05mgow4XCyubbb
3175185,45750,14.61,4,njQcJfjyVhQv6Omrp8Skn0cRJIiZEFLd
3175208,29836,49.28,13,rDuTA35LNtSRQoHketH6
3175217,7702,17.3,13,pGoXl9SssnflC4f2jK0BJpzd5s28Mo3v8x748sG4G
3175228,20067,82.41,10,uBm8sQ4nq6vjVaikxgJ07lO7NV8V2jtt6tdAE0wSZ4G6FkkD
3175234,26264,15.91,13,O4cWnfrhR36dBDwfabbeAOboSYoKGJ
3175243,26271,75.94,6,b6xjmh10frFd7aA53lYfA
3175258,31968,24.63,15,5fl4Y4iGLdo7Eth2mCyar6F06j21f
3175270,41251,58.25,3,QoFd6uIZ52AWpg3zfPlUFrpFt
3175323,760,66.63,8,IdB3h3HkEMdY0jD2mHduyS7IAUMTz3fN2OZTJFH6hRq3L3mr
3175326,42964,54.15,4,dClNY11zaUWBMBydcAhAfTsEyTsBq0
3175342,31061,53.25,3,ES6CF8LBqW0eYcDj3r46VgqM
3175368,25112,94.49,10,9Gb1Dy2IDE5iq8vGVs2Fjsp
3175410,16040,45.45,5,QmybCuQMB4ezRLODz3e22OnKB4c4w2D2DtGEfQ5LO
3175413,11094,82.9,2,IBrhbK3ImZP5UrOTIo5JWdPibntBn3D
3175468,36295,21.93,7,0vW6kXO8DFHH6GXXwW5sU5vhyyQ53nf2z5ATNOgyyslM
3175484,9105,52.97,10,27vdE5PviZs0aJC9ka6epuQBW2W1n7Kj71RnEXJyj6BptUQC
3175496,37669,61.21,5,ughWTwDevhJioz9U9ahhmhkXKm
3175504,7241,25.56,4,Jr48gIgsLbw1F630JYL0sK2aM
3175512,41582,12.79,4,AMnaaNrMG9zOVmj1nW6Hjgn9nVfv1gAyB09MFKCsg
3175515,9954,46.06,5,ZZacCQbo8mOT5w05C19lujY
3175517,44784,18.03,8,SmhS6zuznpytfEGnqERMbv2ObcX44I7EnYRKPvvUWKU9mzK
3175520,40941,18.1,3,n57q7AiWtsjMx69cqHsMtbLhv7tVyuSkz6zL8t3eNAQY
3175528,41338,22.24,7,nk5P1utlNYujwZjRKyusn5IXNtTeYIWLmV5nP6d
3175536,12723,13.11,1,TLNaMAq7i3TOXVsPKZbJcYVXbCCclVZN4X5nz2X4a
3175559,9002,56.19,7,EyNQQFVYdTMv2l4uf4lgGb
3175592,11024,57.81,4,kzRdFqNZyRGmpJHwq1VgdzJPz5nQSZmcc
3175623,43075,85.87,15,1CUu9CUWqK30hIJ67Wi70BZ8agZ5S8tsLTbmrDvOm76r
3175637,36548,83.7,5,Pus8Mlp6zUPXpohJUD2gBxpVcP02ZK3UBAT2
3175664,13084,73.67,2,lCK7KvQKONS4rqjN2gH42F2YDvATKBKM2XlZM9
3175690,38108,21.51,10,5dR20dHFi275Vv9eOCmGoRV9V
3175733,46759,21.12,9,QZ2uVpJPEUWWVy2blb1IYaPTfGb4z3ds2
3175743,14165,70.71,13,xYAjICap8KiFOukjWzOELVw7pOUKA1RUV
3175819,41849,82.58,3,s177hZ0zFg7WUG1LhB73IPFDN42UQiQBZUKDIx
3175833,12396,17.55,3,ef1xAXAxdIdUjRWegX4rXkaKcrkybCRDuq7C6Ij
3175835,5120,55.53,10,jYxcDRWUy7GGUZ353t2Rq4heJ3tKrq6P3PfmsnMpUgT
3175843,8265,11.55,12,pR30Sr92syT2gsmbtF8UTOlfa8RBb5qX27foZI2cylhIT
3175878,15674,66.44,11,t82xBYZHGgJswcRF11LPphMn
3175901,18913,46.22,15,g6suJ4J7bYon37t6nlWmWV1UTKncHnpCqv
3176005,28195,66.33,15,TqdG3paVBNqdJMCvFy3IqTMaBonX
3176025,11295,20.81,8,9eUzrFjO9A5XCKUGWX1f0LexyhNs
3176039,47882,23.97,15,tITNcizfYY3DbNZwLAcq
3176053,476,64.71,13,KnNeQJ3Ec1iRUp9UpR1XvLBiYPo8bjs7HVnRqWm5n
3176058,44956,77.17,6,MbrKA5aoiDESyMcCH33JSjETd
3176064,18655,22.77,12,pzO0XLx97lJVbgvY5EnIAB0SLS0D6SwfYcLQPyNCVws
3176068,47288,84.67,14,Xp3CTQfOT673ZFQmoDnAEVr
3176090,38595,81.39,1,WSauY8paN7rlILV3PnBzq3R8MXKuhROjCwTBbealmog
3176123,25523,84.99,1,JDhOW2J2wkzPJL6sqDPM9cWGwHfPjr9TWjb
3176149,39245,53.3,8,qAzqupQ7hwb1yU4lx3PvAO3zFCI4oG
3176157,34675,74.47,13,LIowPUa66QB8Fqz2WT8IRlaHIV9NKXQbTF5dgSu7UZVCEkD
3176170,20877,77.35,13,vD0GZJSpNewFyARioB8LZyQp
3176184,11972,67.93,5,MqOutEi0WJFqMQt3ODdZ03MTfMOSt3sFG4GrnOP6Gtu1
3176201,19652,89.74,2,wr7mwOd96qj2EDf6UuJ4K3Q1MgOnL6WRs
3176242,30612,15.6,13,tXjsUzNXhWSNqZ9qDRpGKpkAZqDPRKr
3176269,41571,61.21,10,y2pYkJiIBRBu315pDLJJB2JDhK2VafYbl7WXRVq4hr6Dj
3176276,15921,87.81,3,uvpZT88RUgAEo989f2l6aiiAG
3176288,2121,59.71,4,Na8DwZYJcJucFEeYqZffCOjuDupgdiL1NbJ
3176301,8617,74.16,7,FohyJwr6ZWnXPVCBE28YlY8A
3176310,41701,69.2,5,Mm5BbNp6IQyANn315DBCco5lEBkzHTAm2VDgS
3176322,20683,74.18,3,ykkbhpQUuI7Ufstcian641phVXN7
3176329,8160,40.86,1,HgeML8iJnlX4yxVtUocBlp9dqyO7H8
3176333,25668,65.94,8,9Td9HdqG4aq3XxmdPCvb
3176370,6896,32.96,7,vKfs4eOmfIbW8cJqwwmWtqubKRGja3gybgbix2fZNGmxVkbY
3176396,47141,39.13,8,BnmSibST3TmYuWvpZz6a7
3176405,33569,36.93,4,0r9MShyjFI8L9Z9EbleYbrH
3176479,46054,17.07,14,RR2wgoaM8o1D7azmcwyjSCH
3176480,9960,18.53,1,x9uZgvWbHBexdOGTDlxLbMv3J90ujuSszWxXOmlYYHg
3176481,39908,49.0,7,lKSdozJ3ibccb6FHQr4j9CpgMja6xoteC
3176536,12832,59.79,7,SB2n7GiDq810jSj3AUoe8MOvwrk1xc
3176538,44297,93.62,14,ISqcxycUhsEVJW4oAweN
3176567,24274,16.24,11,n9KK1JF95JeUDMxsVDXQfuUjFzEoCU7gpg
3176611,10047,17.39,5,vC5rE4pfEfiZzFtJc62d3UMSd
3176639,26208,66.94,5,GHp3D0878yTOGfxhuxSgZmccup
3176644,45868,44.81,9,B79WDsJFek6Te2i7xj0O5CppAkIv
3176671,18662,45.45,5,urAWXCQTiLRsfUOQNX0Xqr
3176707,37754,66.98,12,1fM3U4RhIbv1JPulmZnDs7mzM5
3176767,29552,65.17,12,dAZkzSKJGg4jXSusTx5MrUQZJ
3176801,36468,39.26,1,QTWOCTqRVEUatb0RVLz2o
3176811,14226,14.09,11,khqW0qELylHwdS7BzZPteUBiE3fOgk
