transaction_id,customer_id,transaction_total,num_items,description
2543468,30169,67.63,15,5BecMmwq8EgAZwTTlNHBW
2543480,6638,94.54,14,gSOP4cWGljxC6FNyoe2MLHmiN506uNqMJ7ImvXFT2RS
2543502,39295,70.1,12,RhHUsr2Yljczsy4KzoLBskgG5GByyhRFOiejW
2543517,36628,58.88,13,hCrJeWqlhnQXTVOPg5PP4iO5CzUu
2543541,22589,66.73,3,bhRhDqTmPa9CndsuXqR9D4rZvR1rfxLARHxpx4
2543599,8227,71.52,9,PSy7c9lVv7zrX2UsslPOcWRGSU
2543602,14569,43.35,12,XTZqnFdedlBjY6zo12Gkai8Az1bR
2543619,27980,24.76,2,tXgMuP5NTGOK8fGPKzl7HvN3KpkGlUPWPhptD3qrceE
2543624,18997,25.16,7,JpwL5D9o4fJrzGJ773fxOSB
2543634,29184,40.99,14,HSBZefSoXCwZNbaG7WiE
2543701,17100,11.59,4,Hqws0IfbsxqN3kuFioKrVWY9O5
2543722,10274,12.75,2,7QRR7dBqN0yFHNo965HD0IFEimLtsZYm3B50G
2543734,19263,23.54,12,5ZQbnEb7n6on2RvIAX3leIBqlXPjuAABI5LqI98s
2543777,4227,99.76,12,M3CDn1QlvEi3jBoNAziGr2yYvAZs6QRLrm9QV5ADc
2543794,8100,99.91,11,ft2QaY0draretCHyAIsAn4J9Jmrl4ScS5UqCy
2543803,33658,83.62,15,mvtboINYixft1vKiALyDP82XVnsqp8rMe0
2543831,17824,26.74,8,lQ4Hj7e8URIDbZwC7JN4Fqd
2543845,6992,17.53,3,0QEzCaHe6xi81uoWaMifhpXxvTQ5guXFJp
2543849,47069,99.97,15,NMyzzV5VnWlLq4IQbWMGR
2543880,36905,36.44,8,vL1xJEWw7pjTVYnSsROqp0RwP38Nbn68VCLow813xNDiSr6W
2543925,29966,19.63,14,GoilFLGkid4EJ4Sl3Dd9rJBNxHQAzF4QOf1KFKPEY
2543952,36674,58.34,3,faLTtmdIB8TxwxtoQZy68IRvs6JfIkIg2SygsO
2543960,19574,85.2,10,oJ2vvE7wpFyJ4ds1JWpJkptlrrQMZGMVoqrG7Toaqi3j2nWm
2544013,26318,86.39,7,UOSK4lMwLy3PjfBPvtptiqFiVhRoZOZ
2544027,19393,94.89,10,9AI19G3i7zilWL3muamaf2aLdUy1jAVbBd
2544038,42324,96.37,13,qqbkUAHDdsTBtRom6GZNmC9lMWTQqq
2544045,5382,56.85,10,ru9gQObMUyBmUkGRxoat
2544094,22697,31.94,3,EHiJ6AEd20KsTeEHGDWhFMN9DdH
2544109,4346,64.92,9,2Y3MgnwyiPONK5pPTCdWzLUrTyS4T6a42CMtIpQjeX
2544110,6526,29.31,7,b0Xhdez9Cp9ooDfjXFEpq9nLp8v3f8
2544111,20585,62.18,1,hmgVXFXsW3obGmWoThrS
2544137,45570,88.73,11,FIgr2PYemT0NR3740hh2Hk7MP
2544169,37196,64.78,13,DNLGGN4SllfIjmxD9hpSCN395HI758xLKg8wNTkngzyZFKdy50
2544181,339,58.76,3,SeknZNud8b668k5eCOZruT6kdC23KlxyP5KOwZrpdwJC
2544188,33256,78.35,15,KG4jRkLLmPLHTv4KFgvpBAy33f68vaGhBU
2544206,49697,56.51,5,QdNQsa8XdchYahsYGK8C3xT
2544250,18327,39.69,11,c5WfjL0LxeEFVU6MaeDdCOgFW8zASz
2544267,4801,62.21,9,1E5oYeSl0CP3sxGnfkhShftiaiBrNL64
2544326,36484,88.66,15,Rt7mafgiHXC5v17tqkthlhW0eQKJagVm7bjab8ohJRH
2544345,34586,73.5,13,WY9YpogXI1uEYBgZOzNcU46O3TIeZKsXrZByIU
2544373,29110,55.76,9,el2fW2khiITS5dU9nUpB8yZOcxj
2544453,20880,18.83,5,BoISpE1EpMJOH5vAkbWux0rbUouwjgmgCcFhhYaZlmkV9nNO
2544461,41932,37.12,3,baXM3vHI3zv7vKVlUKvoL
2544496,31265,68.0,2,omuvmiinHHmFAcI1ki3NYzfvnH7bB2qK
2544559,41802,29.8,12,NFsXHuyLenYAdYR2bRp8FxgZ7hbweog9J2k1n
2544584,40752,98.52,10,bXNTDyr1qd5Nyyfx3zCaYsl63qeD4yZNanWv3hpXH8D
2544585,9632,72.77,8,8tDOLNWhAedr3jkMo0Hcyoa9YfBnVfOZ3O2gFz
2544634,38849,85.65,7,6wQzUbHfH0XrzSBRGiNmsxY3QmXhuV2T8h1tdlAmJf7tOW2
2544648,13597,72.53,3,RCIhBEursXHU33BK3RlvkQya
2544658,38715,66.48,2,Y0EXHCjZa4Swm70CWcjsPdRlrOl0iUoZdfmRqEcw5PPtv
2544708,46582,67.09,15,P8HgTjKyI4Uoe6m5Vgm9lKey0O6sw6XWcEiMUfN6la
2544740,18084,98.58,14,Ooa28ubb4I6aMcnXj0NLqVA4d3XD9kPCzoACicrWGdzB
2544764,21660,43.58,5,2rkQNZC1EVsfWHCmLY967JBM2tPgb
2544788,24559,32.53,2,ICivbN22MtB5nNQ5lXzOFCvuZU6dMKJ1Ut4ar4Jc2
2544808,15564,77.94,7,vQsP8l6pPs7RiALp16IpFowqBPzVznErpKClSs
2544830,17037,59.98,3,F5kT0TFv7LO3zTUkEsVCU
2544833,34699,98.85,8,TZVSr8OLkcrYHRyEkxepg
2544845,5774,68.81,1,MAjDKlKWGQnfpSKSk7y4082iWEJ
2544873,12055,47.2,2,gUOZRJaOWoHy0UwAM1BN1YBmiJPcBD8y5S1LOkbOEz00
2544877,930,74.94,11,CcHREJuI16gqpr8XbDcJsKG0t
2544884,3867,91.08,10,pQdidUsc7lRzyLzHgqcPQSaZrLaNmPnLAnEy
2544889,44247,80.16,12,LEuZmkcbfp3di4OW1rx0r7At5R
2544914,18523,73.36,5,rHewQ4zGGIjuXZ5Ft0VIYm
2544932,43440,71.26,3,9xpiQbZ2mq7xrG9BUQ3CrV0ancJCHUMack
