transaction_id,customer_id,transaction_total,num_items,description
1281078,18146,98.04,15,PJcJqju0Kb1eLu6eL8CMugioMqs9s4txAPN61
1281105,7574,12.29,9,vezQMba5i9ueaCmWEZH0vZaLDOxH30S8jR
1281106,49028,20.38,14,f4N43Mfav8dWOgyd1kDW
1281116,19845,91.98,14,99O10TH5BUYB1Ku9f3aEHldLG
1281119,949,22.11,3,dMZPkF9pNJg59ZscSmYqwI1ricTOpkuCWskoXNc
1281130,8223,71.84,1,WNJfOFuhPpESPlnrnfkWFeP7n5INqPJItHMi
1281159,10185,55.92,6,Iidb3xrothOcjYSjVzuob5l2bA3qzB2dEIyIhWDivI4
1281170,32725,94.16,8,vqfz2bOVjsLa3iUWbApx2pYXtI36tK0nnzwlmvC
1281181,6181,52.16,9,8FT9WEzWoVHM1aobnWL8HrHCoqUFiaZ
1281207,25420,71.0,3,pBimQisvTvUWLJEutARRKellMjL
1281214,39952,28.06,14,uKKmQVG3yWgs5YLaNKqbr3kA
1281223,15676,41.94,7,8zMp07DSRh8FzV8evD5j6XPzZgMkHs6mNMrihzuV
1281224,43209,75.02,13,A11qsEKo8FG6ozPpNsRRse610tFlxJw0Zc5NcgButnYZ9
1281232,31831,40.2,2,VagTYXiZtpaJyoNo4QG8jyd137aGI3JUw
1281239,41840,92.8,7,WvsoLOR0gr7HfccxKDWW6MPjS6
1281246,18931,68.08,8,y5Am5ACZglYiRlau29o4m2U6
1281254,35218,15.25,13,5Wps0iAaBPIui5F2C9tjmvS0kWzScvsBHar1dzx
1281285,17064,25.27,7,gGqBfSXocSrsdhvg3NLPyReW7l7nnYL9llz
1281344,11141,43.0,6,wUb2xitRXRsTITfFnUq2lvIMQ
1281398,20419,33.93,9,69Zj8pNJPGwr1FUSyu2z3Up60r68OSTWoPZsp2WrCamUpxF
1281405,42728,47.13,3,WbhPltKrJGKsM5VsGS2nr
1281444,43107,21.82,2,F7sMjOxm3Mgy7Iczj4A6yksjjhVEWnrhuw
